query	no	token	pos
전주 여행	39	여수	NNG
전주 여행	39	제주	NNP
전주 여행	40	혼자	NNG
전주 여행	40	코스	NNG
전주 여행	40	질문	NNG
전주 여행	40	정보	NNG
전주 여행	40	정리	NNG
전주 여행	40	습니다	EF
전주 여행	40	참고	NNG
전주 여행	40	세요	EP+EF
전주 여행	40	에서	JKB
전주 여행	40	덕진	NNP
전주 여행	40	공원	NNG
전주 여행	40	추천	NNP
전주 여행	40	덕진	NNP
전주 여행	40	공원	NNG
전주 여행	40	터미널	NNG
전주 여행	40	에서	JKB
전주 여행	40	가장	MAG
전주 여행	40	가까운	VA+ETM
전주 여행	40	에요	EF
전주 여행	40	산책	NNG
전주 여행	40	호수	NNG
전주 여행	40	공원	NNG
전주 여행	40	에요	EF
전주 여행	40	덕진	NNP
전주 여행	40	공원	NNG
전주 여행	40	생략	NNG
전주 여행	40	곧바로	MAG
전주 여행	40	남부	NNG
전주 여행	40	시장	NNG
전주 여행	41	전시회	NNG
전주 여행	41	추천	NNG
전주 여행	41	이번	NNG
전주 여행	41	남자	NNG
전주 여행	41	친구	NNG
전주 여행	41	는데요	EC
전주 여행	41	한옥마을	NNP
전주 여행	41	그래서	MAJ
전주 여행	41	갈만	NNG
전주 여행	41	공방	NNG
전주 여행	41	전시회	NNG
전주 여행	41	추천	NNG
전주 여행	41	부탁	NNG
전주 여행	41	드려요	VV+EC
전주 여행	41	안녕	NNG
전주 여행	41	세요	EP+EF
전주 여행	41	질문	NNG
전주 여행	41	관련	NNG
전주 여행	41	답변	NNG
전주 여행	41	드리	VV
전주 여행	41	도록	EC
전주 여행	41	습니다	EF
전주 여행	41	주로	MAG
전주 여행	41	봅니다	VX+EC
전주 여행	42	코스	NNG
전주 여행	42	추천	NNG
전주 여행	42	안녕	NNG
전주 여행	42	세요	EP+EF
전주 여행	42	여자	NNG
전주 여행	42	친구	NNG
전주 여행	42	예정	NNG
전주 여행	42	인데	VCP+EC
전주 여행	42	숙소	NNG
전주 여행	42	더클래식	NNP
전주 여행	42	호텔	NNG
전주 여행	42	일정	NNG
전주 여행	42	으로	JKB
전주 여행	42	습니다	EF
전주 여행	42	근데	MAJ
전주 여행	42	금요일	NNG
전주 여행	42	오후	NNG
전주 여행	42	도착	NNG
전주 여행	42	예정	NNG
전주 여행	42	이동	NNG
전주 여행	42	수단	NNG
전주 여행	42	대중교통	NNG
전주 여행	42	택시	NNG
전주 여행	42	예정	NNG
전주 여행	42	입니다	VCP+EC
전주 여행	43	각각	MAG
전주 여행	43	거리	NNG
전주 여행	43	가까운지	VA+EC
전주 여행	43	어요	EF
전주 여행	43	추석	NNG
전주 여행	43	예정	NNG
전주 여행	43	입니다	VCP+EF
전주 여행	43	갈만	NNG
전주 여행	43	추천	NNG
전주 여행	43	세요	EP+EF
전주 여행	43	맛집	NNG
전주 여행	43	국내	NNG
전주 여행	43	주달	NNG
전주 여행	43	티비	NNG
전주 여행	43	코스	NNG
전주 여행	43	여수	NNG
전주 여행	43	여수	NNG
전주 여행	43	제주	NNP
전주 여행	44	갈만	NNG
전주 여행	44	을까요	EF
전주 여행	44	맛집	NNG
전주 여행	44	국내	NNG
전주 여행	44	주달	NNG
전주 여행	44	티비	NNG
전주 여행	44	코스	NNG
전주 여행	44	여수	NNG
전주 여행	44	여수	NNG
전주 여행	44	제주	NNP
전주 여행	44	제주도	NNP
전주 여행	44	전문	NNG
전주 여행	44	언서	NNG
전주 여행	44	주달	NNG
전주 여행	44	봉이	NNG
전주 여행	44	입니다	VCP+EF
전주 여행	44	코스	NNG
전주 여행	44	한옥	NNG
전주 여행	44	마을	NNG
전주 여행	44	에서부터	JKB
전주 여행	45	코스	NNG
전주 여행	45	일정	NNG
전주 여행	45	문자	NNG
전주 여행	45	께서	JKS
전주 여행	45	봐둔	VV+EC+VX+ETM
전주 여행	45	모두	MAG
전주 여행	45	반양	NNG
전주 여행	45	시간	NNG
전주 여행	45	무리	NNG
전주 여행	45	일정	NNG
전주 여행	45	만들	VV
전주 여행	45	습니다	EF
전주 여행	45	가운데	NNG
전주 여행	45	점심	NNG
전주 여행	45	한지	XSA+EC
전주 여행	45	박물관	NNG
전주 여행	45	관광	NNG
전주 여행	45	수목원	NNG
전주 여행	45	관광	NNG
전주 여행	45	오목	MAG
전주 여행	45	관광	NNG
전주 여행	45	교동	NNP
전주 여행	45	다윈	NNP
전주 여행	46	추천	NNG
전주 여행	46	부탁	NNG
전주 여행	46	드립니다	VV+EC
전주 여행	46	12	SN
전주 여행	46	13	SN
전주 여행	46	할려구	VV+EC
전주 여행	46	합니다	VX+EC
전주 여행	46	이랑	JC
전주 여행	46	맛집	NNG
전주 여행	46	추천	NNG
전주 여행	46	부탁	NNG
전주 여행	46	드립니다	VV+EC
전주 여행	46	감사	NNG
전주 여행	46	합니다	XSV+EF
전주 여행	46	맛집	NNG
전주 여행	46	주달	NNG
전주 여행	46	티비	NNG
전주 여행	46	코스	NNG
전주 여행	46	언서	NNG
전주 여행	46	주달	NNG
전주 여행	46	봉이	NNG
전주 여행	46	입니다	VCP+EF
전주 여행	47	강아지	NNG
전주 여행	47	함께	MAG
전주 여행	47	가능	NNG
전주 여행	47	데요	EF
전주 여행	47	강아지	NNG
전주 여행	47	같이	MAG
전주 여행	47	동반	NNG
전주 여행	47	라서요	EF
전주 여행	47	혹시	MAG
전주 여행	47	강아지	NNG
전주 여행	47	같이	JKB
전주 여행	47	알려	VV+EC
전주 여행	47	세요	EP+EF
전주 여행	47	맛집	NNG
전주 여행	47	이랑	JKB
전주 여행	47	관광	NNG
전주 여행	47	반려	NNG
전주 여행	47	동물	NNG
전주 여행	47	반려	NNG
전주 여행	47	생활	NNG
전주 여행	47	입니다	VCP+EF
전주 여행	47	하늘	NNG
전주 여행	47	가을	NNG
전주 여행	47	떠나	VV
전주 여행	47	는군요	EC
전주 여행	47	강아지	NNG
전주 여행	47	함께	MAG
전주 여행	47	추억	NNG
전주 여행	48	광주	NNP
전주 여행	48	에서	JKB
전주 여행	48	감사	NNG
전주 여행	48	습니다	EF
전주 여행	48	맛집	NNG
전주 여행	48	국내	NNG
전주 여행	48	주달	NNG
전주 여행	48	티비	NNG
전주 여행	48	코스	NNG
전주 여행	48	여수	NNG
전주 여행	48	여수	NNG
전주 여행	48	제주	NNP
전주 여행	48	제주도	NNP
전주 여행	48	전문	NNG
전주 여행	48	언서	NNG
전주 여행	48	주달	NNG
전주 여행	48	봉이	NNG
전주 여행	48	입니다	VCP+EF
전주 여행	48	버스	NNG
전주 여행	48	터미널	NNG
전주 여행	48	에서	JKB
전주 여행	48	내리	VV
전주 여행	48	셔서	EP+EC
전주 여행	49	코스	NNG
전주 여행	49	세요	EP+EF
전주 여행	49	질문	NNG
전주 여행	49	일정	NNG
전주 여행	49	관련	NNG
전주 여행	49	답변	NNG
전주 여행	49	드리	VV
전주 여행	49	도록	EC
전주 여행	49	습니다	EF
전주 여행	49	친정	NNG
전주 여행	49	어머니	NNG
전주 여행	49	함께	MAG
전주 여행	49	해도	VV+EC
전주 여행	49	설레	VV
전주 여행	49	네요	EC
전주 여행	49	아래	NNG
전주 여행	49	께서	JKS
전주 여행	49	모두	MAG
전주 여행	49	즐길	VV+ETM
전주 여행	49	일정	NNG
전주 여행	49	준비	NNG
전주 여행	49	어요	EF
전주 여행	49	참고	NNG
전주 여행	49	도움	NNG
전주 여행	49	으면	EC
전주 여행	50	추천	NNG
전주 여행	50	세요	EP+EF+VCP
전주 여행	50	당일치기	NNG
전주 여행	50	추천	NNG
전주 여행	50	세요	EP+EF
전주 여행	50	당일치기	NNG
전주 여행	50	맛집	NNG
전주 여행	50	국내	NNG
전주 여행	50	주달	NNG
전주 여행	50	티비	NNG
전주 여행	50	코스	NNG
전주 여행	50	여수	NNG
전주 여행	50	여수	NNG
전주 여행	50	제주	NNP
전주 여행	50	제주도	NNP
전주 여행	50	전문	NNG
전주 여행	50	언서	NNG
전주 여행	50	주달	NNG
전주 여행	50	봉이	NNG
전주 여행	50	입니다	VCP+EC
전주 여행	51	팀조	NNP
전주 여행	51	는데	EC
전주 여행	51	이랑	JC
전주 여행	51	맛집	NNG
전주 여행	51	알려	VV+EC
전주 여행	51	세요	EP+EF
전주 여행	51	안녕	IC
전주 여행	51	세요	EP+EF
전주 여행	51	서울	NNP
전주 여행	51	지방	NNG
전주 여행	51	변호	NNG
전주 여행	51	사회	NNG
전주 여행	51	소속	NNG
전주 여행	51	으로	JKB
전주 여행	51	지식	NNG
전주 여행	51	iN	SL
전주 여행	51	법률	NNG
전주 여행	51	상담	NNG
전주 여행	51	진행	NNG
전주 여행	51	김선용	NNP
전주 여행	51	변호사	NNG
전주 여행	51	입니다	VCP+EF
전주 여행	51	알아보	VV
전주 여행	51	어려우	VA
전주 여행	51	다면	EC
전주 여행	51	스타	NNG
전주 여행	51	그램	NNG
전주 여행	51	라고	VCP+EC
전주 여행	51	검색	NNG
전주 여행	51	셔서	EP+EC
전주 여행	52	한옥마을	NNP
전주 여행	52	준비	NNG
전주 여행	52	입니다	VCP+EF
전주 여행	52	대여	NNG
전주 여행	52	천차만별	NNG
전주 여행	52	입니다	VCP+EF
전주 여행	52	기본	NNG
전주 여행	52	금액	NNG
전주 여행	52	10000	SN
전주 여행	52	부터	JX
전주 여행	52	시작	NNG
전주 여행	52	합니다	XSV+EF
전주 여행	52	시간	NNG
전주 여행	52	한복	NNG
전주 여행	52	따라서	VV+EC
전주 여행	52	가격	NNG
전주 여행	52	다릅니다	VA+EC
전주 여행	52	맛집	NNG
전주 여행	52	국내	NNG
전주 여행	52	주달	NNG
전주 여행	52	티비	NNG
전주 여행	52	코스	NNG
전주 여행	52	여수	NNG
전주 여행	52	여수	NNG
전주 여행	52	제주	NNP
전주 여행	53	고등학교	NNG
전주 여행	53	친구	NNG
전주 여행	53	당일치기	NNG
전주 여행	53	지금	MAG
전주 여행	53	고등학교	NNG
전주 여행	53	학년	NNG
전주 여행	53	친구	NNG
전주 여행	53	함께	MAG
전주 여행	53	당일	NNG
전주 여행	53	예정	NNG
전주 여행	53	인데	VCP+EC
전주 여행	53	부모	NNG
전주 여행	53	라고	VCP+EC
전주 여행	53	말씀	NNG
전주 여행	53	드리	VV
전주 여행	53	허락	NNG
전주 여행	53	을까요	EC
전주 여행	53	고등학교	NNG
전주 여행	53	시절	NNG
전주 여행	53	친구	NNG
전주 여행	53	소중	XR
전주 여행	53	추억	NNG
전주 여행	53	만들	VV
전주 여행	53	위해	VV+EC
전주 여행	53	다녀오	VV
전주 여행	53	습니다	EF
전주 여행	54	휴가	NNG
전주 여행	54	건데	NNB+VCP+EC
전주 여행	54	코스	NNG
전주 여행	54	추천	NNG
전주 여행	54	세요	EP+EF
전주 여행	54	일정	NNG
전주 여행	54	참고	NNG
전주 여행	54	으로	JKB
전주 여행	54	제시	NNG
전주 여행	54	일정	NNG
전주 여행	54	따라	VV+EC
전주 여행	54	조정	NNG
전주 여행	54	습니다	EF
전주 여행	54	또한	MAJ
전주 여행	54	음식점	NNG
전주 여행	54	웨이팅	NNG
전주 여행	54	시간	NNG
전주 여행	54	방문	NNG
전주 여행	54	시간	NNG
전주 여행	54	요일	NNG
전주 여행	54	따라	VV+EC
전주 여행	54	달라질	VV+ETM
전주 여행	54	으니	EC
전주 여행	54	참고	NNG
전주 여행	54	세요	EP+EF
전주 여행	54	즐거운	VA+ETM
전주 여행	54	바랍니다	VV+EC
전주 여행	55	여자	NNG
전주 여행	55	질문	NNG
전주 여행	55	신다면	EP+EC
전주 여행	55	다음	NNG
전주 여행	55	일정	NNG
전주 여행	55	추천	NNG
전주 여행	55	드립니다	VX+EC
전주 여행	55	Day	SL
전주 여행	55	한옥마을	NNP
전주 여행	55	전통	NNG
전주 여행	55	한옥	NNG
전주 여행	55	건물	NNG
전주 여행	55	전통	NNG
전주 여행	55	문화	NNG
전주 여행	55	경험	NNG
전주 여행	55	입니다	VCP+EF
전주 여행	55	향교	NNP
전주 여행	55	조선	NNP
전주 여행	55	시대	NNG
전주 여행	55	교육	NNG
전주 여행	55	기관	NNG
전주 여행	55	향교	NNG
전주 여행	55	습니다	EF
전주 여행	55	남부	NNG
전주 여행	55	시장	NNG
전주 여행	56	코스	NNG
전주 여행	56	세요	EP+EF
전주 여행	56	많이	MAG
전주 여행	56	급합니다	VA+EF
전주 여행	56	.!	SY
전주 여행	56	안녕	NNG
전주 여행	56	세요	EP+EF
전주 여행	56	가족	NNG
전주 여행	56	으로	JKB
전주 여행	56	려는데	EC
전주 여행	56	당장	NNG
전주 여행	56	이번	NNG
전주 여행	56	금요일	NNG
전주 여행	56	는데	EC
전주 여행	56	어딜	NP+JKO
전주 여행	56	갈지	VV+EC
전주 여행	56	몰라서	VV+EC
전주 여행	56	숙소	NNG
전주 여행	56	호텔	NNG
전주 여행	56	한옥마을	NNP
전주 여행	56	은데	EC
전주 여행	56	별로	MAG
전주 여행	56	으면서	EC
전주 여행	56	카페	NNG
전주 여행	56	투어	NNG
전주 여행	56	아닌	VCN+ETM
전주 여행	56	코스	NNG
전주 여행	56	나요	EF
전주 여행	56	스로	NNG
전주 여행	57	대둔산	NNP
전주 여행	57	케이블카	NNG
전주 여행	57	주말	NNG
전주 여행	57	사람	NNG
전주 여행	57	괜찮	VA
전주 여행	57	코스	NNG
전주 여행	57	추천	NNG
전주 여행	57	세요	EP+EF
전주 여행	57	맛집	NNG
전주 여행	57	국내	NNG
전주 여행	57	주달	NNG
전주 여행	57	티비	NNG
전주 여행	57	코스	NNG
전주 여행	57	여수	NNG
전주 여행	57	여수	NNG
전주 여행	57	제주	NNP
전주 여행	57	제주도	NNP
전주 여행	57	전문	NNG
전주 여행	58	코스	NNG
전주 여행	58	!!	SY
전주 여행	58	이미	MAG
전주 여행	58	마치	VV
전주 여행	58	복귀	NNG
전주 여행	58	네요	EF
전주 여행	58	저희	NP
전주 여행	58	지난주	NNG
전주 여행	58	당일	NNG
전주 여행	58	코스	NNG
전주 여행	58	다녀왔	VV+EP
전주 여행	58	는데요	EF
전주 여행	58	주말	NNG
전주 여행	58	라서	EC
전주 여행	58	그런지	VA+EC
전주 여행	58	관광지	NNG
전주 여행	58	사람	NNG
전주 여행	58	아서	EC
전주 여행	58	생각	NNG
전주 여행	58	처럼	JKB
전주 여행	58	많이	MAG
전주 여행	58	둘러보	VV
전주 여행	58	못해서	VX+EC
전주 여행	58	아쉽	VA
전주 여행	58	더라고요	EC
전주 여행	58	최소한	NNG
전주 여행	59	한옥마을	NNP
전주 여행	59	당일치기	NNG
전주 여행	59	질문	NNG
전주 여행	59	여수	NNP
전주 여행	59	제주도	NNP
전주 여행	59	맛집	NNG
전주 여행	59	주달	NNG
전주 여행	59	티비	NNG
전주 여행	59	코스	NNG
전주 여행	59	여수	NNG
전주 여행	59	여수	NNG
전주 여행	59	제주	NNP
전주 여행	59	제주도	NNP
전주 여행	59	전문	NNG
전주 여행	59	언서	NNG
전주 여행	59	주달	NNG
전주 여행	59	봉이	NNG
전주 여행	59	입니다	VCP+EC
전주 여행	59	7000	SN
전주 여행	59	8000	SN
전주 여행	59	흐노	NNP
전주 여행	59	마시	VV
전주 여행	59	랑게	EC
전주 여행	59	전망	NNG
전주 여행	60	혼자	NNG
전주 여행	60	아무래도	MAG
전주 여행	60	사람	NNG
전주 여행	60	으면	EC
전주 여행	60	맛집	NNG
전주 여행	60	에서	JKB
전주 여행	60	혼자	MAG
전주 여행	60	아서	EC
전주 여행	60	중순	NNG
전주 여행	60	즐기	VV
전주 여행	60	계절	NNG
전주 여행	60	입니다	VCP+EF
전주 여행	60	하지만	MAJ
전주 여행	60	현재	NNG
전주 여행	60	코로나	NNP
전주 여행	60	19	SN
전주 여행	60	인해	VV+EC
전주 여행	60	여행객	NNG
전주 여행	60	줄어들	VV
전주 여행	60	으므로	EC
전주 여행	60	사람	NNG
전주 여행	60	으로	JKB
전주 여행	60	예상	NNG
전주 여행	60	됩니다	XSV+EF
전주 여행	60	맛집	NNG
전주 여행	61	이번	NNG
전주 여행	61	16	SN
전주 여행	61	친구	NNG
전주 여행	61	하고	JC
전주 여행	61	는데	EC
전주 여행	61	궁금	XR
전주 여행	61	아서	EC
전주 여행	61	하나하나	MAG
전주 여행	61	답장	NNG
전주 여행	61	감사	NNG
전주 여행	61	습니다	EF
전주 여행	61	여수	NNP
전주 여행	61	에서	JKB
전주 여행	61	KTX	SL
전주 여행	61	왕복	NNG
전주 여행	61	기차표	NNG
전주 여행	61	얼마	NNG
전주 여행	61	인가요	VCP+EC
전주 여행	61	을까요	EC
전주 여행	62	월요일	NNG
전주 여행	62	휴무	NNG
전주 여행	62	나요	EF
전주 여행	62	맛집	NNG
전주 여행	62	국내	NNG
전주 여행	62	주달	NNG
전주 여행	62	티비	NNG
전주 여행	62	코스	NNG
전주 여행	62	여수	NNG
전주 여행	62	여수	NNG
전주 여행	62	제주	NNP
전주 여행	62	제주도	NNP
전주 여행	62	전문	NNG
전주 여행	62	언서	NNG
전주 여행	62	주달	NNG
전주 여행	62	봉이	NNG
전주 여행	62	입니다	VCP+EF
전주 여행	62	걱정	NNG
전주 여행	62	셔도	EP+EC
전주 여행	62	셔요	EC
전주 여행	62	대부분	NNG
전주 여행	62	오픈	NNG
전주 여행	62	합니다	XSV+EC
전주 여행	63	내일	MAG
전주 여행	63	당일치기	NNG
전주 여행	63	부모	NNG
전주 여행	63	맛집	NNG
전주 여행	63	국내	NNG
전주 여행	63	주달	NNG
전주 여행	63	티비	NNG
전주 여행	63	코스	NNG
전주 여행	63	여수	NNG
전주 여행	63	여수	NNG
전주 여행	63	제주	NNP
전주 여행	63	제주도	NNP
전주 여행	63	전문	NNG
전주 여행	63	언서	NNG
전주 여행	63	주달	NNG
전주 여행	63	봉이	NNG
전주 여행	63	입니다	VCP+EF
전주 여행	63	바다	NNP
전주 여행	63	군산	NNP
전주 여행	63	새만금	NNP
전주 여행	63	돌아보	VV
전주 여행	64	갈만	NNG
전주 여행	64	숙소	NNG
전주 여행	64	한옥마을	NNP
전주 여행	64	게스트	NNP
전주 여행	64	하우스	NNP
전주 여행	64	안녕	NNG
전주 여행	64	세요	EP+EF
전주 여행	64	가족	NNG
전주 여행	64	함께	MAG
전주 여행	64	려고	EC
전주 여행	64	합니다	VX+EF
전주 여행	64	한옥마을	NNP
전주 여행	64	유명	XR
전주 여행	64	한번	MAG
전주 여행	64	했었	VX+EP
전주 여행	64	는데	EC
전주 여행	64	이번	NNG
전주 여행	64	기회	NNG
전주 여행	64	다녀와	VV+EC
전주 여행	64	려구요	EC
전주 여행	64	전라도	NNP
전주 여행	64	음식	NNG
전주 여행	64	맛있	VA
전주 여행	64	다고	EC
전주 여행	64	전라도	NNP
전주 여행	64	대표	NNG
전주 여행	64	음식	NNG
전주 여행	64	아니	VCN
전주 여행	64	맛집	NNG
전주 여행	65	코스	NNG
전주 여행	65	추천	NNG
전주 여행	65	코스	NNG
전주 여행	65	추천	NNG
전주 여행	65	여수	NNP
전주 여행	65	맛집	NNG
전주 여행	65	여수	NNG
전주 여행	65	주달	NNG
전주 여행	65	티비	NNG
전주 여행	65	코스	NNG
전주 여행	65	여수	NNG
전주 여행	65	여수	NNG
전주 여행	65	언서	NNG
전주 여행	65	주달	NNG
전주 여행	65	봉이	NNG
전주 여행	65	입니다	VCP+EF
전주 여행	65	코스	NNG
전주 여행	65	대부분	NNG
전주 여행	65	한옥	NNG
전주 여행	65	마을	NNG
전주 여행	65	에서	JKB
전주 여행	65	시작	NNG
전주 여행	65	합니다	VV+EC
전주 여행	66	볼거리	NNG
전주 여행	66	이번	NNG
전주 여행	66	거리	NNG
전주 여행	66	맛집	NNG
전주 여행	66	알려	VV+EC
전주 여행	66	세요	EP+EF
전주 여행	66	에서	JKB
전주 여행	66	추천	NNG
전주 여행	66	드리	VX
전주 여행	66	습니다	EF
전주 여행	66	한옥마을	NNP
전주 여행	66	동물원	NNP
전주 여행	66	한국도로공사	NNP
전주 여행	66	수목원	NNG
전주 여행	66	덕진	NNP
전주 여행	66	공원	NNG
전주 여행	66	난장	NNG
전주 여행	67	카페	NNP
전주 여행	67	추천	NNG
전주 여행	67	세요	EP+EF
전주 여행	67	맛집	NNG
전주 여행	67	국내	NNG
전주 여행	67	주달	NNG
전주 여행	67	티비	NNG
전주 여행	67	코스	NNG
전주 여행	67	여수	NNG
전주 여행	67	여수	NNG
전주 여행	67	제주	NNP
전주 여행	67	제주도	NNP
전주 여행	67	전문	NNG
전주 여행	67	언서	NNG
전주 여행	67	주달	NNG
전주 여행	67	봉이	NNG
전주 여행	67	입니다	VCP+EF
전주 여행	67	아쉽	VA
전주 여행	67	주이	NNG
전주 여행	67	바다	NNG
전주 여행	67	어서	EC
전주 여행	68	가족	NNG
전주 여행	68	코스	NNG
전주 여행	68	드려요	VV+EF
전주 여행	68	맛집	NNG
전주 여행	68	국내	NNG
전주 여행	68	주달	NNG
